MG180146|0000000001
07122356|0000000002
29023930|0000000003
29023946|0000000004
29023947|0000000005
29023949|0000000006
162122MG|0000000007
MG180147|0000000008
PR072KAR|0000000009
PR073KAR|0000000010
PR075KAR|0000000011
179M1045|0000000012
PR076KAR|0000000013
PR077KAR|0000000014
PR079KAR|0000000015
20M04477|0000000016
181M0328|0000000017
B1251376|0000000018
06046001|0000000019
06046002|0000000020
20M04479|0000000021
1827582A|0000000022
MM230452|0000000023
MM800140|0000000024
02246678|0000000025
23180159|0000000026
23180160|0000000027
23180161|0000000028
MG570172|0000000029
MG167258|0000000030
19M15185|0000000031
02248MGN|0000000032
02251MGN|0000000033
PDMG0024|0000000034
07122358|0000000035
051M6450|0000000036
051M6451|0000000037
PD18A054|0000000038
20M04481|0000000039
21141381|0000000040
MG570173|0000000041
20M04490|0000000042
04810895|0000000043
1827583A|0000000044
PDMG0025|0000000045
PR092KAR|0000000046
PR095KAR|0000000047
20183144|0000000048
20183145|0000000049
20183146|0000000050
20183147|0000000051
MLG00638|0000000052
15018046|0000000053
20M04478|0000000054
20M04484|0000000055
17000954|0000000056
17000955|0000000057
17000956|0000000058
MGO13645|0000000059
MGO13646|0000000060
M2180043|0000000061
V2180013|0000000062
MG570174|0000000063
20M04480|0000000064
418A0018|0000000065
1827584A|0000000066
01870026|0000000067
01870027|0000000068
18PPP026|0000000069
12331012|0000000070
12331013|0000000071
MG570175|0000000072
118A0081|0000000073
118A0082|0000000074
118A0083|0000000075
118A0084|0000000076
118A0085|0000000077
02250MGN|0000000078
01229732|0000000079
PP100057|0000000080
MG180148|0000000081
MG180149|0000000082
MG180150|0000000083
MGP16704|0000000084
06046003|0000000085
06046004|0000000086
89MG1164|0000000087
18AA0126|0000000088
07122357|0000000089
17600128|0000000090
18A00029|0000000091
13618010|0000000092
31618011|0000000093
18010599|0000000094
179M1046|0000000095
MM180112|0000000096
MG570176|0000000097
MP180113|0000000098
07122359|0000000099
20M04474|0000000100
086072MG|0000000101
10418025|0000000102
MM352152|0000000103
MM352162|0000000104
11910668|0000000105
11910669|0000000106
B1260833|0000000107
B1260834|0000000108
1MG26416|0000000109
1MG26417|0000000110
1MG26418|0000000111
15018047|0000000112
KG100014|0000000113
1MG26419|0000000114
04067598|0000000115
04067599|0000000116
13618904|0000000117
17700433|0000000118
23180162|0000000119
1827585A|0000000120
06046005|0000000121
02252MGN|0000000122
1827586A|0000000123
162123MG|0000000124
318A0009|0000000125
01229733|0000000126
0406629M|0000000127
M0794902|0000000128
0406630M|0000000129
05906718|0000000130
01340353|0000000131
20183143|0000000132
20183149|0000000133
084A1805|0000000134
10500941|0000000135
10500940|0000000136
K1111277|0000000137
189PN051|0000000138
07122360|0000000139
113P0013|0000000140
M1940206|0000000141
M1940207|0000000142
MG180151|0000000143
M1180133|0000000144
M1180134|0000000145
M1180136|0000000146
M1180137|0000000147
M1180138|0000000148
M1180139|0000000149
111453MG|0000000150
111454MG|0000000151
MGN57010|0000000152
111459MG|0000000153
111460MG|0000000154
02246679|0000000155
02246680|0000000156
16810306|0000000157
16810307|0000000158
20183148|0000000159
093M2328|0000000160
MG180152|0000000161
CD000455|0000000162
KVKR1162|0000000163
KVKR1163|0000000164
KVKR1164|0000000165
KVKR1165|0000000166
04810896|0000000167
B1251377|0000000168
06046006|0000000169
061PDBCR|0000000170
062PDBCR|0000000171
063PDBCR|0000000172
064PDBCR|0000000173
065PDBCR|0000000174
MG570177|0000000175
2775KARL|0000000176
89PP0033|0000000177
07122361|0000000178
011315KS|0000000179
1MG26420|0000000180
18AA0130|0000000181
118A0086|0000000182
14500744|0000000183
14500745|0000000184
B1260835|0000000185
02246681|0000000186
13210366|0000000187
06046007|0000000188
17700434|0000000189
MM980092|0000000190
M0160317|0000000191
KPD00880|0000000192
02246682|0000000193
18AA0129|0000000194
111444MG|0000000195
17801399|0000000196
17801400|0000000197
17801401|0000000198
14MG8693|0000000199
14PNS921|0000000200
14PNS922|0000000201
14PNS923|0000000202
29023943|0000000203
29023944|0000000204
29023948|0000000205
KMG95500|0000000206
09903107|0000000207
09903108|0000000208
KMG95700|0000000209
09903109|0000000210
11401076|0000000211
MGN57011|0000000212
281UP007|0000000213
KMG28736|0000000214
M4180011|0000000215
M4180012|0000000216
V4180007|0000000217
CK001031|0000000218
B1600181|0000000219
1827587A|0000000220
09903110|0000000221
07401196|0000000222
07401197|0000000223
02246683|0000000224
01340357|0000000225
118A0087|0000000226
147MG008|0000000227
147MG009|0000000228
CD000456|0000000229
MM180114|0000000230
02253MGN|0000000231
147MG007|0000000232
M1180135|0000000233
X1180027|0000000234
07122362|0000000235
B7903785|0000000236
B7903786|0000000237
MG811469|0000000238
066PDBCR|0000000239
CK001032|0000000240
11710863|0000000241
11710864|0000000242
62001606|0000000243
18AA0120|0000000244
30076627|0000000245
30076629|0000000246
30076631|0000000247
30076632|0000000248
30076633|0000000249
30076634|0000000250
B1260836|0000000251
086071MG|0000000252
47MG4178|0000000253
47MG4179|0000000254
086KMGPA|0000000255
087KMGPA|0000000256
82012167|0000000257
B2032852|0000000258
B2032853|0000000259
B2032854|0000000260
B2032855|0000000261
KMGPP279|0000000262
82012168|0000000263
00044MTG|0000000264
002878MB|0000000265
002880MB|0000000266
18AA0125|0000000267
0393PDWD|0000000268
0394PDWD|0000000269
0395PDWD|0000000270
0396PDWD|0000000271
0397PDWD|0000000272
0398PDWD|0000000273
0399PDWD|0000000274
0400PPWD|0000000275
0401KSWD|0000000276
0402PDWD|0000000277
0403PDWD|0000000278
G5502853|0000000279
G5502854|0000000280
G5502855|0000000281
G5502856|0000000282
HMG00100|0000000283
KMG28737|0000000284
17000957|0000000285
17000958|0000000286
17000959|0000000287
17000960|0000000288
23043295|0000000289
23043296|0000000290
KVKR1166|0000000291
23043297|0000000292
KVKR1167|0000000293
KVKR1168|0000000294
KVKR1169|0000000295
050PR147|0000000296
KVKR1170|0000000297
05009804|0000000298
05009805|0000000299
KMG28738|0000000300
KMG28739|0000000301
02527493|0000000302
02527495|0000000303
02527496|0000000304
02527497|0000000305
23043294|0000000306
03816581|0000000307
MGO13647|0000000308
MGO13648|0000000309
17801403|0000000310
MG028787|0000000311
01340351|0000000312
PR000294|0000000313
PR000295|0000000314
04067600|0000000315
02527494|0000000316
04067601|0000000317
23043291|0000000318
23043292|0000000319
23043293|0000000320
04067602|0000000321
04067603|0000000322
04067604|0000000323
23180163|0000000324
23180164|0000000325
M00835MA|0000000326
CD000457|0000000327
14201450|0000000328
71918010|0000000329
05806687|0000000330
05806688|0000000331
23043290|0000000332
19220485|0000000333
03908640|0000000334
MM180115|0000000335
03908641|0000000336
03908642|0000000337
03908643|0000000338
MGOO0258|0000000339
MGOO0259|0000000340
MGOO0260|0000000341
MGOO0261|0000000342
MGOO0262|0000000343
MGOO0264|0000000344
MGOO0265|0000000345
MGOO0266|0000000346
MGOO0267|0000000347
MGOO0268|0000000348
MGOO0269|0000000349
MGOO0270|0000000350
MGOO0271|0000000351
MGOO0272|0000000352
MGOO0273|0000000353
MGOO0274|0000000354
PL005233|0000000355
3316KVJT|0000000356
3317KVJT|0000000357
01340358|0000000358
011316KS|0000000359
011317KS|0000000360
074MG040|0000000361
074MG041|0000000362
0069KVJP|0000000363
0070KVJP|0000000364
0071KVJP|0000000365
0072KVJP|0000000366
0073KVJP|0000000367
0074KVJP|0000000368
0075KVJP|0000000369
0076KVJP|0000000370
0077KVJP|0000000371
0078KVJP|0000000372
0079KVJP|0000000373
0080KVJP|0000000374
0081KVJP|0000000375
0082KVJP|0000000376
0083KVJP|0000000377
0084KVJP|0000000378
0085KVJP|0000000379
0086KVJP|0000000380
MG190146|0000000381
MG191146|0000000382
1MG26508|0000000383
011403KS|0000000384
011404KS|0000000385
16600413|0000000386
093M2339|0000000387
MG570289|0000000388
MMP00137|0000000389
GLM00452|0000000390
MG180223|0000000391
MG180224|0000000392
MG180225|0000000393
12331076|0000000394
12331077|0000000395
30055269|0000000396
89MG1179|0000000397
18AA0214|0000000398
GM870042|0000000399
02246756|0000000400
11818020|0000000401
06046122|0000000402
KPD00925|0000000403
MG570290|0000000404
20M04598|0000000405
01870044|0000000406
16600414|0000000407
PDMG0042|0000000408
07122445|0000000409
KMG28787|0000000410
KMG28788|0000000411
21141411|0000000412
19M15260|0000000413
19M15261|0000000414
19M15262|0000000415
B7903818|0000000416
20183239|0000000417
20183240|0000000418
20183241|0000000419
MM141225|0000000420
M1180210|0000000421
M1180211|0000000422
MM340898|0000000423
18AA0215|0000000424
MGN57021|0000000425
12331078|0000000426
12331079|0000000427
MM141226|0000000428
MG180226|0000000429
MG180227|0000000430
MG180228|0000000431
01340736|0000000432
60015276|0000000433
051M6478|0000000434
051M6479|0000000435
MG197230|0000000436
P1250168|0000000437
18AA0213|0000000438
20183200|0000000439
MG180229|0000000440
07122705|0000000441
01340737|0000000442
MG570291|0000000443
1827806A|0000000444
1827807A|0000000445
05207935|0000000446
PRP18009|0000000447
118A0139|0000000448
118A0140|0000000449
118A0141|0000000450
084A1822|0000000451
MP165044|0000000452
20M04594|0000000453
14MG8752|0000000454
14MG8753|0000000455
14MG8754|0000000456
CK001052|0000000457
MM180185|0000000458
MM180186|0000000459
MM180187|0000000460
MM180188|0000000461
MM180189|0000000462
MM180190|0000000463
MP180191|0000000464
06046123|0000000465
MG133756|0000000466
11910690|0000000467
11910691|0000000468
11910692|0000000469
PR000317|0000000470
181M0343|0000000471
11910693|0000000472
11910694|0000000473
04067762|0000000474
11910695|0000000475
04067763|0000000476
11910696|0000000477
12331080|0000000478
21918016|0000000479
21918017|0000000480
09903174|0000000481
09903175|0000000482
09903176|0000000483
PENS1076|0000000484
60015277|0000000485
01229796|0000000486
162170MG|0000000487
MG570292|0000000488
PDMG0043|0000000489
KMG0306M|0000000490
21141412|0000000491
21141413|0000000492
21141414|0000000493
23180272|0000000494
23180273|0000000495
23180274|0000000496
23180275|0000000497
23180276|0000000498
23180277|0000000499
23180278|0000000500
17801444|0000000501
PS720041|0000000502
20M04595|0000000503
20M04596|0000000504
02246758|0000000505
074MG043|0000000506
074MG044|0000000507
074UT199|0000000508
074UT200|0000000509
154M0624|0000000510
14101183|0000000511
14101184|0000000512
14101185|0000000513
074UT201|0000000514
07401202|0000000515
086089MG|0000000516
07401203|0000000517
07401204|0000000518
11710871|0000000519
11710872|0000000520
GM850060|0000000521
01870045|0000000522
M1180216|0000000523
MG180230|0000000524
04067764|0000000525
04067765|0000000526
12331081|0000000527
12400045|0000000528
B1260856|0000000529
B1260857|0000000530
B1260858|0000000531
130PE009|0000000532
13012052|0000000533
05406016|0000000534
18010610|0000000535
05406017|0000000536
18010611|0000000537
18A00037|0000000538
97184005|0000000539
CD000475|0000000540
05305071|0000000541
011405KS|0000000542
011406KS|0000000543
011407KS|0000000544
011408KS|0000000545
01340726|0000000546
002901MB|0000000547
002902MB|0000000548
KG180029|0000000549
KG180030|0000000550
21141415|0000000551
HMG00133|0000000552
HMG00134|0000000553
44218021|0000000554
KMG28789|0000000555
KMG28790|0000000556
02246757|0000000557
02246760|0000000558
111589MG|0000000559
111593MG|0000000560
111596MG|0000000561
111597MG|0000000562
162169MG|0000000563
111598MG|0000000564
01340739|0000000565
318A0015|0000000566
04067766|0000000567
29023998|0000000568
29024000|0000000569
29024001|0000000570
29024003|0000000571
10541654|0000000572
MG180231|0000000573
MG180232|0000000574
118A0142|0000000575
KPD00926|0000000576
60015278|0000000577
60015279|0000000578
218W0018|0000000579
23180279|0000000580
23180280|0000000581
23180281|0000000582
06046124|0000000583
91PRA028|0000000584
15018105|0000000585
15018106|0000000586
15018107|0000000587
47MG4209|0000000588
B2032914|0000000589
B2032915|0000000590
B2032916|0000000591
B2032917|0000000592
17600131|0000000593
05207936|0000000594
1827808A|0000000595
B7903819|0000000596
10500966|0000000597
162171MG|0000000598
B1251392|0000000599
B1251393|0000000600
281CD013|0000000601
281PP002|0000000602
111595MG|0000000603
0406711M|0000000604
0406712M|0000000605
0406713M|0000000606
60015259|0000000607
60015280|0000000608
MGS01218|0000000609
MGS01219|0000000610
82012209|0000000611
82012210|0000000612
19110653|0000000613
PNS00794|0000000614
06046125|0000000615
14201498|0000000616
14201499|0000000617
114PR122|0000000618
11401103|0000000619
1MG26509|0000000620
1MG26510|0000000621
1MG26511|0000000622
01340740|0000000623
12331082|0000000624
12400046|0000000625
051M6480|0000000626
051M6481|0000000627
051M6482|0000000628
17700445|0000000629
17700446|0000000630
17700447|0000000631
04067767|0000000632
MM180192|0000000633
17600132|0000000634
10418053|0000000635
10418054|0000000636
10418055|0000000637
G5502877|0000000638
MG167264|0000000639
G5502878|0000000640
17001049|0000000641
17001050|0000000642
17001051|0000000643
05009844|0000000644
10911400|0000000645
02246761|0000000646
62001624|0000000647
093MP031|0000000648
011409KS|0000000649
011410KS|0000000650
M1180212|0000000651
M1180213|0000000652
KMGT0086|0000000653
23043385|0000000654
18AA0216|0000000655
14MG8755|0000000656
15018108|0000000657
14MG8756|0000000658
14MG8757|0000000659
PENS3883|0000000660
PP079173|0000000661
00066PNS|0000000662
00067PNS|0000000663
00068MTG|0000000664
MGP81087|0000000665
189PP065|0000000666
02527593|0000000667
02527594|0000000668
02527595|0000000669
02527596|0000000670
02527597|0000000671
02527598|0000000672
02527599|0000000673
05009845|0000000674
49570104|0000000675
49570105|0000000676
147MG019|0000000677
147MG020|0000000678
07122446|0000000679
07122447|0000000680
20183237|0000000681
17001052|0000000682
17001053|0000000683
17001054|0000000684
17001055|0000000685
17001056|0000000686
281CO014|0000000687
M2180063|0000000688
M2180064|0000000689
M2180065|0000000690
PR000318|0000000691
040G1371|0000000692
04067768|0000000693
KMGR7362|0000000694
KMGR7363|0000000695
KMGR7364|0000000696
30055270|0000000697
30055271|0000000698
30055272|0000000699
30055273|0000000700
30055274|0000000701
30055275|0000000702
30055276|0000000703
30055277|0000000704
30055278|0000000705
30055279|0000000706
30055280|0000000707
MGOO0421|0000000708
MGOO0422|0000000709
MGOO0423|0000000710
MGOO0424|0000000711
MGOO0425|0000000712
MGOO0426|0000000713
MGOO0427|0000000714
PSO00060|0000000715
PSO00061|0000000716
05806629|0000000717
05906741|0000000718
05806630|0000000719
05806631|0000000720
011411KS|0000000721
118A0143|0000000722
04067769|0000000723
04067770|0000000724
01002KMG|0000000725
01003KMG|0000000726
01340734|0000000727
16600415|0000000728
60015281|0000000729
07122448|0000000730
111579MG|0000000731
118A0135|0000000732
MG570283|0000000733
18AA0210|0000000734
154M0621|0000000735
20M04589|0000000736
MG570284|0000000737
11092880|0000000738
M1180202|0000000739
V1180043|0000000740
118A0136|0000000741
118A0137|0000000742
18PPP043|0000000743
KVKR1251|0000000744
KPD00920|0000000745
20M04590|0000000746
20M04591|0000000747
20M04592|0000000748
02246752|0000000749
MM180181|0000000750
MM180182|0000000751
MP180180|0000000752
1MG26503|0000000753
MG570285|0000000754
14101181|0000000755
20183236|0000000756
20183238|0000000757
14201493|0000000758
118A0138|0000000759
MM352186|0000000760
M1180203|0000000761
M1180204|0000000762
07122440|0000000763
09903173|0000000764
01870043|0000000765
06046118|0000000766
06046119|0000000767
01229795|0000000768
07122704|0000000769
CD000474|0000000770
PD18A074|0000000771
21141410|0000000772
X4180005|0000000773
M2180062|0000000774
97187056|0000000775
97187057|0000000776
MG570286|0000000777
002899MB|0000000778
093MP030|0000000779
002899MP|0000000780
154M0623|0000000781
04067757|0000000782
04067758|0000000783
01340728|0000000784
KPD00921|0000000785
0247KVJP|0000000786
0248KVJP|0000000787
20M04587|0000000788
23180262|0000000789
23180263|0000000790
23180264|0000000791
1827802A|0000000792
23180265|0000000793
1827803A|0000000794
1827804A|0000000795
23180267|0000000796
23180268|0000000797
1827805A|0000000798
GM210188|0000000799
01340730|0000000800
KMGR7360|0000000801
MM212302|0000000802
MM760087|0000000803
MM810147|0000000804
19M15257|0000000805
17801443|0000000806
02277MGN|0000000807
19M15258|0000000808
19110652|0000000809
29023996|0000000810
29023997|0000000811
MLG00651|0000000812
07122441|0000000813
07122442|0000000814
15018101|0000000815
15018102|0000000816
15018103|0000000817
15018104|0000000818
PP077026|0000000819
05406014|0000000820
05406015|0000000821
093M2338|0000000822
MN000121|0000000823
CK001050|0000000824
KMGR7361|0000000825
KPD00922|0000000826
18AA0211|0000000827
MG570287|0000000828
97181048|0000000829
14201494|0000000830
14201495|0000000831
14201496|0000000832
PD18A066|0000000833
02246753|0000000834
B1260855|0000000835
179M1065|0000000836
12400044|0000000837
111583MG|0000000838
60015275|0000000839
011400KS|0000000840
011401KS|0000000841
97181049|0000000842
011402KS|0000000843
0249KVJP|0000000844
0250KVJP|0000000845
MM180183|0000000846
MM180184|0000000847
090M1657|0000000848
090M1658|0000000849
01340731|0000000850
PDMP0001|0000000851
M3180066|0000000852
14PNS934|0000000853
11818019|0000000854
19M15259|0000000855
00065MTG|0000000856
02246754|0000000857
MG811484|0000000858
PEN00114|0000000859
01001KMG|0000000860
002900MB|0000000861
10500965|0000000862
18AA0212|0000000863
MG570288|0000000864
111581MG|0000000865
111586MG|0000000866
111588MG|0000000867
111590MG|0000000868
111591MG|0000000869
111592MG|0000000870
KMG1254C|0000000871
PENS3882|0000000872
KMGD1161|0000000873
PR000316|0000000874
04067759|0000000875
96180031|0000000876
96180032|0000000877
GM180040|0000000878
KMGT0085|0000000879
11401101|0000000880
11401102|0000000881
47MG4206|0000000882
CK001051|0000000883
MLG00652|0000000884
06046120|0000000885
06046121|0000000886
10911399|0000000887
KPD00923|0000000888
1MG26504|0000000889
01340732|0000000890
1MG26505|0000000891
02246755|0000000892
119PDBCR|0000000893
TR000836|0000000894
162167MG|0000000895
B2032909|0000000896
B2032910|0000000897
B2032911|0000000898
B2032912|0000000899
B2032913|0000000900
L4122130|0000000901
KMG58890|0000000902
KMG89773|0000000903
M4180027|0000000904
13618015|0000000905
3327KVJT|0000000906
3328KVJT|0000000907
KG180026|0000000908
KPD00924|0000000909
KMGD1162|0000000910
02527585|0000000911
02527586|0000000912
02527587|0000000913
02527588|0000000914
02527589|0000000915
02527590|0000000916
02527591|0000000917
02527592|0000000918
M1180205|0000000919
MGO13696|0000000920
MGO13697|0000000921
03908664|0000000922
155PNS57|0000000923
281OPP01|0000000924
2818P001|0000000925
181M0342|0000000926
23180266|0000000927
23180270|0000000928
23180271|0000000929
23043379|0000000930
23043380|0000000931
23043381|0000000932
23043382|0000000933
23043383|0000000934
23043384|0000000935
13210371|0000000936
19220495|0000000937
19220496|0000000938
19220497|0000000939
19220498|0000000940
19220499|0000000941
050PR159|0000000942
1MG26506|0000000943
1MG26507|0000000944
KMGK0645|0000000945
49570102|0000000946
49570103|0000000947
M1180206|0000000948
KMG28785|0000000949
07122443|0000000950
07122444|0000000951
10418045|0000000952
KMG28786|0000000953
47MG4207|0000000954
47MG4208|0000000955
MGOO0415|0000000956
MGOO0416|0000000957
MGOO0417|0000000958
MGOO0418|0000000959
MGOO0419|0000000960
MGOO0420|0000000961
PSO00059|0000000962
B7903817|0000000963
17001042|0000000964
17001043|0000000965
218A0066|0000000966
17001044|0000000967
14101182|0000000968
04067760|0000000969
04067761|0000000970
17001045|0000000971
17001046|0000000972
17001047|0000000973
17001048|0000000974
MG186178|0000000975
MG186179|0000000976
MG186180|0000000977
R1100076|0000000978
82012205|0000000979
82012206|0000000980
82012207|0000000981
82012208|0000000982
30055261|0000000983
30055262|0000000984
PL171116|0000000985
30055263|0000000986
30055264|0000000987
30055265|0000000988
30055266|0000000989
30055267|0000000990
30055268|0000000991
0406706M|0000000992
0406707M|0000000993
0406708M|0000000994
0406709M|0000000995
18830070|0000000996
0406710M|0000000997
23180269|0000000998
18PPP044|0000000999
KMGR7365|0000001000
KMG0215B|0000001001
60015282|0000001002
KMG0216B|0000001003
1MG26512|0000001004
18AA0217|0000001005
13618907|0000001006
04067771|0000001007
04067772|0000001008
29024005|0000001009
TR000837|0000001010
TR000838|0000001011
20M04593|0000001012
20M04603|0000001013
20M04604|0000001014
1827809A|0000001015
1827810A|0000001016
1827811A|0000001017
1827812A|0000001018
MG570293|0000001019
MM212303|0000001020
PDMG0044|0000001021
12331083|0000001022
12331084|0000001023
18AA0219|0000001024
01004KMG|0000001025
11910697|0000001026
11910698|0000001027
60015283|0000001028
20M04601|0000001029
318A0016|0000001030
MG092594|0000001031
01823KMG|0000001032
MG167265|0000001033
1827813A|0000001034
18AA0222|0000001035
01340744|0000001036
086090MG|0000001037
KMG28791|0000001038
B1260859|0000001039
B1260860|0000001040
97187058|0000001041
21141416|0000001042
01340743|0000001043
18PPP045|0000001044
29024004|0000001045
05305072|0000001046
M1180208|0000001047
M1180214|0000001048
M1180218|0000001049
M1180219|0000001050
12331085|0000001051
MG133757|0000001052
06201MGN|0000001053
CD000476|0000001054
18AA0218|0000001055
051M6483|0000001056
MGO13698|0000001057
A1800016|0000001058
15018109|0000001059
15018110|0000001060
20M04602|0000001061
20M04607|0000001062
MG028804|0000001063
18AA0203|0000001064
20183242|0000001065
20183243|0000001066
20183244|0000001067
TK038038|0000001068
03816600|0000001069
14201500|0000001070
14201501|0000001071
1827814A|0000001072
1827815A|0000001073
01340745|0000001074
2791KARL|0000001075
M4122158|0000001076
O4121788|0000001077
60015284|0000001078
PDMG0045|0000001079
PDMG0046|0000001080
05009846|0000001081
18AA0223|0000001082
04810928|0000001083
06046126|0000001084
06046127|0000001085
06046128|0000001086
06046129|0000001087
05305073|0000001088
KMGI3884|0000001089
V1180044|0000001090
62001628|0000001091
1827816A|0000001092
19110654|0000001093
91PRA029|0000001094
189MG424|0000001095
14500768|0000001096
14500769|0000001097
14500770|0000001098
0406714M|0000001099
04067773|0000001100
04067774|0000001101
0406715M|0000001102
0406716M|0000001103
04067775|0000001104
0406717M|0000001105
04067776|0000001106
20183245|0000001107
23180282|0000001108
23180283|0000001109
23180284|0000001110
23180285|0000001111
23180286|0000001112
02278MGN|0000001113
MGS01220|0000001114
MGS01221|0000001115
MGS01222|0000001116
